competition_id,competition_name,league,season_id,season_name,season,match_id,start_time,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792027,2025-01-03T16:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:224502,EraViikingit,5,2
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792029,2025-01-03T16:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:940309,FBC Turku,14,4
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788761,2025-01-03T18:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:41254,Linkoping IBK,3,7
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372159,2025-01-03T18:00:00+00:00,sr:competitor:173258,Sokol Kral Vinohrady,sr:competitor:44614,Florbal Chodov,5,6
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788771,2025-01-03T19:00:00+00:00,sr:competitor:4138,Pixbo Wallenstam,sr:competitor:118114,FBC Kalmarsund,4,5
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788769,2025-01-04T14:00:00+00:00,sr:competitor:5744,FC Helsingborg,sr:competitor:5745,IBF Falun,7,14
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792031,2025-01-04T15:00:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:4165,OLS Oulu,8,3
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792033,2025-01-04T15:00:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:7984,TPS Turku,2,1
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372163,2025-01-04T17:00:00+00:00,sr:competitor:44606,FBC Kladno,sr:competitor:25902,Tatran Stresovice,2,7
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788759,2025-01-04T18:00:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:4135,IBK Dalen,10,2
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372161,2025-01-04T18:30:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:44609,Florbal Mlada Boleslav,5,9
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792035,2025-01-05T14:00:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:25241,Nokian KRP,3,13
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372167,2025-01-05T15:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:331853,FBC Ceska Lipa,4,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372169,2025-01-05T16:00:00+00:00,sr:competitor:44611,Sokoli Pardubice,sr:competitor:44604,Sparta Prague,5,7
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372171,2025-01-05T16:00:00+00:00,sr:competitor:940129,FB Hurrican Karlovy Vary,sr:competitor:37852,1. SC Vitkovice Ostrava,5,3
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788763,2025-01-06T14:00:00+00:00,sr:competitor:118116,Thorengruppen SK,sr:competitor:24122,Mullsjo AIS,4,3
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788767,2025-01-06T14:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:34558,Vaxjo IBK,3,4
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788765,2025-01-06T16:00:00+00:00,sr:competitor:4143,Jonkopings IK,sr:competitor:4146,Warberg IC,0,8
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372165,2025-01-06T17:45:00+00:00,sr:competitor:44605,Bulldogs Brno,sr:competitor:44608,FBC Ostrava,4,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792037,2025-01-08T10:00:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:4159,Oilers Espoo,3,6
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792041,2025-01-08T16:30:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:25241,Nokian KRP,6,13
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788781,2025-01-08T17:30:00+00:00,sr:competitor:34558,Vaxjo IBK,sr:competitor:4143,Jonkopings IK,7,3
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788775,2025-01-08T17:30:00+00:00,sr:competitor:41254,Linkoping IBK,sr:competitor:5744,FC Helsingborg,6,4
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788773,2025-01-08T17:30:00+00:00,sr:competitor:4135,IBK Dalen,sr:competitor:610450,Nykvarns IBF Ungdom,6,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372133,2025-01-08T18:00:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:44611,Sokoli Pardubice,14,5
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788777,2025-01-08T18:00:00+00:00,sr:competitor:4146,Warberg IC,sr:competitor:4138,Pixbo Wallenstam,5,4
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372173,2025-01-09T17:00:00+00:00,sr:competitor:44606,FBC Kladno,sr:competitor:44610,FbS Bohemians Prague,5,8
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788783,2025-01-09T17:30:00+00:00,sr:competitor:5745,IBF Falun,sr:competitor:118116,Thorengruppen SK,7,2
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788785,2025-01-09T17:30:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:4144,Storvreta IBK,4,3
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788779,2025-01-09T18:00:00+00:00,sr:competitor:24122,Mullsjo AIS,sr:competitor:4142,AIK Innebandy,5,3
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792045,2025-01-10T16:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:940309,FBC Turku,7,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792043,2025-01-10T16:30:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:6584,SPV,6,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792047,2025-01-10T16:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:4159,Oilers Espoo,3,11
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792049,2025-01-11T13:00:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:4165,OLS Oulu,9,5
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788793,2025-01-11T15:00:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:118116,Thorengruppen SK,7,1
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788791,2025-01-11T15:00:00+00:00,sr:competitor:4138,Pixbo Wallenstam,sr:competitor:34558,Vaxjo IBK,5,10
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372175,2025-01-11T15:00:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:44604,Sparta Prague,2,8
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788789,2025-01-11T15:00:00+00:00,sr:competitor:4135,IBK Dalen,sr:competitor:5744,FC Helsingborg,2,9
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792051,2025-01-11T15:00:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:282983,LASB Lahti,9,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372177,2025-01-11T18:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:44609,Florbal Mlada Boleslav,4,11
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52371977,2025-01-12T14:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:940129,FB Hurrican Karlovy Vary,8,6
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788787,2025-01-12T15:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:4146,Warberg IC,6,5
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788795,2025-01-12T15:00:00+00:00,sr:competitor:4143,Jonkopings IK,sr:competitor:5745,IBF Falun,4,8
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788799,2025-01-12T15:00:00+00:00,sr:competitor:41254,Linkoping IBK,sr:competitor:610450,Nykvarns IBF Ungdom,4,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792055,2025-01-12T15:00:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:4165,OLS Oulu,8,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372185,2025-01-12T15:00:00+00:00,sr:competitor:37852,1. SC Vitkovice Ostrava,sr:competitor:173258,Sokol Kral Vinohrady,8,2
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788797,2025-01-12T16:00:00+00:00,sr:competitor:24122,Mullsjo AIS,sr:competitor:4144,Storvreta IBK,5,10
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372179,2025-01-12T16:00:00+00:00,sr:competitor:44611,Sokoli Pardubice,sr:competitor:44614,Florbal Chodov,4,9
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372183,2025-01-12T16:00:00+00:00,sr:competitor:44605,Bulldogs Brno,sr:competitor:25902,Tatran Stresovice,3,12
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788811,2025-01-15T17:30:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:4142,AIK Innebandy,6,2
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792057,2025-01-16T16:30:00+00:00,sr:competitor:4161,SC Classic Tampere,sr:competitor:7984,TPS Turku,4,3
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792059,2025-01-17T16:30:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:4161,SC Classic Tampere,6,4
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:55732561,2025-01-17T16:30:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:65930,Westend Indians,3,6
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792063,2025-01-17T16:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:25241,Nokian KRP,4,9
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792061,2025-01-17T16:30:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:940309,FBC Turku,7,6
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372187,2025-01-17T18:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:44614,Florbal Chodov,6,8
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788807,2025-01-18T13:00:00+00:00,sr:competitor:118116,Thorengruppen SK,sr:competitor:4138,Pixbo Wallenstam,5,7
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788801,2025-01-18T14:00:00+00:00,sr:competitor:4146,Warberg IC,sr:competitor:118114,FBC Kalmarsund,3,4
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792065,2025-01-18T15:00:00+00:00,sr:competitor:6584,SPV,sr:competitor:282983,LASB Lahti,8,2
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788813,2025-01-18T15:00:00+00:00,sr:competitor:610450,Nykvarns IBF Ungdom,sr:competitor:4143,Jonkopings IK,9,10
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372193,2025-01-18T17:30:00+00:00,sr:competitor:173258,Sokol Kral Vinohrady,sr:competitor:25902,Tatran Stresovice,2,8
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792067,2025-01-19T13:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:282983,LASB Lahti,8,3
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788803,2025-01-19T14:00:00+00:00,sr:competitor:5744,FC Helsingborg,sr:competitor:24122,Mullsjo AIS,4,10
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792069,2025-01-19T14:00:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:4159,Oilers Espoo,2,7
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792073,2025-01-19T15:00:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:224502,EraViikingit,8,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792071,2025-01-19T15:00:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:6584,SPV,2,6
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788805,2025-01-19T15:30:00+00:00,sr:competitor:34558,Vaxjo IBK,sr:competitor:4135,IBK Dalen,4,3
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372197,2025-01-19T16:00:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:940129,FB Hurrican Karlovy Vary,11,4
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788809,2025-01-19T16:00:00+00:00,sr:competitor:5745,IBF Falun,sr:competitor:41254,Linkoping IBK,11,0
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372191,2025-01-19T17:00:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:37852,1. SC Vitkovice Ostrava,3,9
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372195,2025-01-19T17:00:00+00:00,sr:competitor:44605,Bulldogs Brno,sr:competitor:44606,FBC Kladno,5,6
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372199,2025-01-19T17:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:44611,Sokoli Pardubice,8,2
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792075,2025-01-20T16:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:7984,TPS Turku,3,2
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372189,2025-01-20T17:00:00+00:00,sr:competitor:44609,Florbal Mlada Boleslav,sr:competitor:44604,Sparta Prague,9,7
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372201,2025-01-23T17:00:00+00:00,sr:competitor:44606,FBC Kladno,sr:competitor:173258,Sokol Kral Vinohrady,2,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792079,2025-01-24T16:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:224502,EraViikingit,2,3
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792077,2025-01-24T16:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:4158,Happee Jyvaskyla,14,1
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792081,2025-01-24T17:00:00+00:00,sr:competitor:4159,Oilers Espoo,sr:competitor:4161,SC Classic Tampere,4,6
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788821,2025-01-24T17:30:00+00:00,sr:competitor:24122,Mullsjo AIS,sr:competitor:4143,Jonkopings IK,8,7
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792083,2025-01-25T15:00:00+00:00,sr:competitor:282983,LASB Lahti,sr:competitor:65930,Westend Indians,1,5
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788823,2025-01-25T15:00:00+00:00,sr:competitor:118114,FBC Kalmarsund,sr:competitor:610450,Nykvarns IBF Ungdom,4,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792085,2025-01-25T16:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:940309,FBC Turku,13,4
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788817,2025-01-26T13:00:00+00:00,sr:competitor:41254,Linkoping IBK,sr:competitor:118116,Thorengruppen SK,6,3
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792087,2025-01-26T14:00:00+00:00,sr:competitor:6584,SPV,sr:competitor:322573,Nurmon Jymy,7,6
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788815,2025-01-26T15:00:00+00:00,sr:competitor:4135,IBK Dalen,sr:competitor:4142,AIK Innebandy,5,7
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788819,2025-01-26T15:00:00+00:00,sr:competitor:4146,Warberg IC,sr:competitor:4144,Storvreta IBK,0,4
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788825,2025-01-26T15:30:00+00:00,sr:competitor:34558,Vaxjo IBK,sr:competitor:5744,FC Helsingborg,14,4
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372207,2025-01-26T15:30:00+00:00,sr:competitor:940129,FB Hurrican Karlovy Vary,sr:competitor:44605,Bulldogs Brno,4,3
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792089,2025-01-26T16:00:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:4158,Happee Jyvaskyla,2,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372213,2025-01-26T17:00:00+00:00,sr:competitor:44604,Sparta Prague,sr:competitor:331853,FBC Ceska Lipa,17,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372209,2025-01-26T17:00:00+00:00,sr:competitor:25902,Tatran Stresovice,sr:competitor:44608,FBC Ostrava,7,4
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792091,2025-01-27T16:30:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:4161,SC Classic Tampere,3,4
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792093,2025-01-27T16:30:00+00:00,sr:competitor:25241,Nokian KRP,sr:competitor:940309,FBC Turku,11,4
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372203,2025-01-27T18:00:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:44614,Florbal Chodov,7,8
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792095,2025-01-29T16:30:00+00:00,sr:competitor:940309,FBC Turku,sr:competitor:7984,TPS Turku,2,4
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792097,2025-01-31T16:30:00+00:00,sr:competitor:322573,Nurmon Jymy,sr:competitor:4161,SC Classic Tampere,6,9
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792101,2025-01-31T16:30:00+00:00,sr:competitor:65930,Westend Indians,sr:competitor:4159,Oilers Espoo,2,7
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792099,2025-01-31T16:30:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:25241,Nokian KRP,1,8
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:56385839,2025-01-31T17:30:00+00:00,sr:competitor:5745,IBF Falun,sr:competitor:4138,Pixbo Wallenstam,2,8
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792103,2025-02-01T15:00:00+00:00,sr:competitor:282983,LASB Lahti,sr:competitor:6584,SPV,2,10
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792105,2025-02-01T15:30:00+00:00,sr:competitor:4161,SC Classic Tampere,sr:competitor:4165,OLS Oulu,6,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372217,2025-02-01T18:00:00+00:00,sr:competitor:331853,FBC Ceska Lipa,sr:competitor:37852,1. SC Vitkovice Ostrava,4,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792107,2025-02-02T15:00:00+00:00,sr:competitor:224502,EraViikingit,sr:competitor:6584,SPV,7,2
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792109,2025-02-03T16:30:00+00:00,sr:competitor:4165,OLS Oulu,sr:competitor:322573,Nurmon Jymy,4,5
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792111,2025-02-03T16:30:00+00:00,sr:competitor:7984,TPS Turku,sr:competitor:25241,Nokian KRP,6,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372215,2025-02-03T17:00:00+00:00,sr:competitor:44614,Florbal Chodov,sr:competitor:44604,Sparta Prague,5,6
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372227,2025-02-04T09:00:00+00:00,sr:competitor:44610,FbS Bohemians Prague,sr:competitor:44607,FBC Liberec,7,12
sr:competition:306,F-Liiga,finland,sr:season:121369,F-Liiga 24/25,F-Liiga 24/25,sr:sport_event:51792113,2025-02-05T16:30:00+00:00,sr:competitor:4158,Happee Jyvaskyla,sr:competitor:282983,LASB Lahti,4,9
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:57418731,2025-02-05T17:00:00+00:00,sr:competitor:44608,FBC Ostrava,sr:competitor:44606,FBC Kladno,4,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372223,2025-02-06T17:00:00+00:00,sr:competitor:173258,Sokol Kral Vinohrady,sr:competitor:940129,FB Hurrican Karlovy Vary,6,5
sr:competition:829,Extraliga,czech,sr:season:122215,Extraliga 24/25,Extraliga 24/25,sr:sport_event:52372231,2025-02-07T15:30:00+00:00,sr:competitor:44607,FBC Liberec,sr:competitor:44605,Bulldogs Brno,8,2
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788829,2025-02-07T17:30:00+00:00,sr:competitor:4144,Storvreta IBK,sr:competitor:5745,IBF Falun,4,5
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788841,2025-02-07T18:00:00+00:00,sr:competitor:4138,Pixbo Wallenstam,sr:competitor:41254,Linkoping IBK,2,3
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788833,2025-02-08T13:00:00+00:00,sr:competitor:118116,Thorengruppen SK,sr:competitor:34558,Vaxjo IBK,6,9
sr:competition:255,Svenska Superligan,czech,sr:season:121363,Svenska Superligan 24/25,Svenska Superligan 24/25,sr:sport_event:51788831,2025-02-08T15:00:00+00:00,sr:competitor:4142,AIK Innebandy,sr:competitor:118114,FBC Kalmarsund,3,8
